鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
中山區,房地(土地+建物),臺北市中山區民生東路一段２５號九樓之２,3.37,商,,,1101115,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0690815,40.74,1,1,1,有,有,5500000,135002,,0.0,0,,RPRPMLNKKIGGFCA37EA,33.25,0.0,0.0,有,
大同區,房地(土地+建物),臺北市大同區民族西路８７號,24.25,都市：其他:第貳種商業區(依都市計畫說明書圖規定辦理，始得作第貳種商業區使用)(原屬第參種住宅區)。,,,1101116,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住商用,加強磚造,,75.58,0,0,0,無,無,10000000,132310,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOKKIGGFBA17EA,75.58,0.0,0.0,無,
中山區,房地(土地+建物)+車位,臺北市中山區敬業三路１７４號八樓,47.09,都市：其他:住宅區(供拆遷安置專案住宅使用)。,,,1100904,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890628,155.39999999999998,3,2,2,有,有,31280000,201287,坡道平面,0.0,0,,RPXRMLKMJIGGFCA97EA,77.56,0.0,8.1,有,
中山區,房地(土地+建物)+車位,臺北市中山區敬業三路１６２巷１５８號九樓,47.09,都市：其他:住宅區(供拆遷安置專案住宅使用)。,,,1101114,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890628,155.26999999999998,3,2,2,有,有,31000000,199652,坡道平面,0.0,0,,RPOSMLKMJIGGFCA17EA,77.31,0.0,8.22,有,
信義區,房地(土地+建物),臺北市信義區松山路５１９號,14.88,都市：其他:第三種住宅區。,,,1101012,土地1建物1車位0,一層，騎樓，走廊,四層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0591124,39.77,1,1,1,有,無,6744783,169595,,0.0,0,,RPWOMLMJKIGGFDA67EA,39.77,0.0,0.0,無,
信義區,房地(土地+建物),臺北市信義區基隆路二段７９巷１７弄２號三樓,25.15,都市：其他:第三種住宅區。,,,1101108,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800921,115.25,3,2,2,有,無,12500000,108460,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLMJKIGGFDA77EA,88.24,1.73,11.58,有,
中山區,房地(土地+建物)+車位,臺北市中山區伊通街１２３號五樓,47.45,都市：其他:第三種住宅區。,,,1101103,土地1建物1車位2,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000630,208.98000000000002,4,2,2,有,有,46580000,222892,升降機械,22.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLOKKIGGFCA67EA,102.72,12.43,10.41,有,102
信義區,房地(土地+建物),臺北市信義區吳興街２２０巷６９號,9.52,都市：其他:第三種住宅區。,,,1101027,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790424,25.020000000000003,3,2,2,有,無,3800000,151878,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLTLJIGGFDA87EA,21.02,2.33,0.0,無,087
南港區,房地(土地+建物),臺北市南港區研究院路二段１５０巷３弄１１號,26.75,都市：其他:第二種住宅區。,,,1101025,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620129,79.2,3,2,1,有,無,12500000,157828,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLTLJIGGFDA58EA,79.2,0.0,0.0,無,104
南港區,房地(土地+建物),臺北市南港區重陽路１４４號四樓,30.08,都市：其他:第三種住宅區。,,,1101009,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730207,107.26,3,2,2,有,無,17800000,165952,,0.0,0,陽台外推；,RPSPMLMJKIGGFDA37EA,90.63,0.0,14.37,無,105
南港區,房地(土地+建物)+車位,臺北市南港區成福路２０６巷５弄８號五樓,44.08,都市：其他:第三種住宅區。,,,1101004,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801001,163.24,3,2,2,有,有,29450000,188955,坡道機械,16.38,1700000,陽台外推；其他增建；,RPRNMLNJKIGGFDA17EA,113.26,14.51,13.82,有,106
信義區,房地(土地+建物),臺北市信義區虎林街３０巷１１號三樓,29.9,都市：其他:第三種住宅區。,,,1101107,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740411,112.54,2,2,1,有,無,23500000,208815,,0.0,0,,RPSNMLNJKIGGFDA27EA,95.66,0.0,10.34,無,
松山區,車位,臺北市松山區南京東路五段２２３號房屋地下三層,0.59,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101130,土地2建物1車位2,地下三層,十五層,其他,防空避難室兼停車場,鋼筋混凝土造,0810613,49.15,0,0,0,有,有,4650000,,坡道平面,49.14,4650000,僅車位交易；,RPTNMLNJKIGGFDA37EA,0.0,0.0,0.0,有,107
松山區,房地(土地+建物),臺北市松山區八德路四段６３８號十二樓,7.39,商,,,1101125,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990525,90.76,1,1,1,有,有,20500000,225870,,0.0,0,,RPXNMLNJKIGGFDA77EA,42.94,13.05,0.0,有,
士林區,房地(土地+建物),臺北市士林區文林路７１４巷３號二樓,21.25,住,,,1101103,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610713,78.59,3,2,1,有,無,14200000,180685,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLNKKIGGFEA17EA,78.59,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區安和路二段２８號三樓,12.0,都市：其他:第三之一種住宅區 但是否在第三種住宅區(應依建築線或俟地籍測量分割後，再確定)。,,,1101018,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0710514,96.50999999999999,4,2,2,有,有,35500000,367838,,0.0,0,,RPTOMLSJJIGGFFA08EA,75.44,0.0,16.0,有,108
大安區,房地(土地+建物),臺北市大安區信義路三段１４７巷１１弄１２號五樓,6.43,住,,,1101128,土地2建物2車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030819,30.09,1,1,1,有,有,13900000,461947,,0.0,0,,RPUOMLSJJIGGFFA18EA,13.41,2.57,0.0,有,109
大安區,房地(土地+建物)+車位,臺北市大安區基隆路二段２４８號七樓,50.91,都市：其他:第三種住宅區。,,,1101124,土地2建物1車位3,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001130,406.04999999999995,5,2,2,有,有,100000000,246275,坡道平面,116.7,0,,RPXOMLOKKIGGFFA28EA,166.74,14.85,21.39,有,
大安區,房地(土地+建物)+車位,臺北市大安區樂業街７２巷２０號十樓,23.08,都市：其他:第三種住宅區。,,,1090727,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100906,97.39,1,1,1,有,無,24500000,271840,其他,16.46,2500000,預售屋、或土地及建物分件登記案件；,RPQNMLOKKIGGFFA47EA,45.14,1.76,4.78,有,
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路二段１７２巷２６之１號四樓,35.54,都市：其他:第三種住宅區。,,,1101109,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080702,218.04000000000002,0,0,0,無,有,69900000,360274,其他,30.96,2500000,本戶房屋為毛胚屋,RPRNMLOKKIGGFFA57EA,99.42,5.16,13.65,有,
大安區,車位,臺北市大安區敦化南路二段１７２巷２２號等共有部分,0.0,,,,1100222,土地0建物1車位2,,,其他,,,,61.91,0,0,0,有,有,6820000,,坡道平面,61.92,6820000,僅車位交易；,RPSNMLOKKIGGFFA67EA,0.0,0.0,0.0,有,016
大安區,房地(土地+建物),臺北市大安區新生南路一段１０３巷１１之４號,36.86,都市：其他:第三種住宅區。,,,1101021,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0610330,164.71,4,2,2,有,有,44100000,267743,,0.0,0,含土地增值稅或其他稅費；含地政士服務費；其他；陽台外推；,RPTNMLOKKIGGFFA77EA,148.69,0.0,16.02,有,
士林區,土地,溪洲段二小段478地號,14.0,都市：其他:產業服務區(細部計畫尚未完成，尚未能准許依變更後計畫用途使用)。,,,1101209,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,974000,69571,,0.0,0,,RPSNMLPKKIGGFEA67EA,0.0,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區承德路四段８０巷２２號三樓,14.8,都市：其他:第三種住宅區。,,,1101124,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700409,60.35,0,0,0,無,無,3000000,49710,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPPMLOKKIGGFEA47EA,44.89,0.0,11.33,無,
信義區,房地(土地+建物)+車位,臺北市信義區光復南路４３９號十四樓,11.22,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101020,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970205,130.64,3,2,2,有,有,46000000,352113,塔式車位,2.65,0,陽台外推；,RPUQMLKKKIGGFDA57EA,84.73,1.47,5.85,有,
松山區,房地(土地+建物),臺北市松山區民生東路五段１４５號二樓,15.61,都市：其他:第三種商業區(民生社區特定專用區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1101104,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0720129,182.68,3,2,2,有,有,31280000,171228,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLOKKIGGFDA77EA,136.5,0.0,21.97,有,
信義區,土地,虎林段一小段355地號,0.01,都市：其他:道路用地(公共設施用地)。51/2/2,,,1101130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,302,0,,0.0,0,包含公共設施保留地用地；,RPWOMLOKKIGGFDA97EA,0.0,0.0,0.0,無,111
南港區,房地(土地+建物),臺北市南港區忠孝東路六段２２５巷３弄１號四樓,21.0,都市：其他:第參種工業區(不得作住宅使用)。,,,1101115,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0630806,70.1,4,2,2,有,無,12600000,179743,,0.0,0,頂樓加蓋；,RPPPMLOKKIGGFDA37EA,70.1,0.0,0.0,無,
南港區,房地(土地+建物)+車位,臺北市南港區舊莊街一段２１２巷１０號三樓,40.37,都市：其他:第二種住宅區。,,,1101110,土地2建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050325,99.56,2,1,1,有,有,13000000,130575,坡道機械,0.0,0,夾層；,RPSPMLOKKIGGFDA67EA,39.28,0.0,5.2,有,
南港區,房地(土地+建物),臺北市南港區忠孝東路六段１３０號二樓之３,4.09,住,,,1101115,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000110,33.26,1,1,1,有,有,9500000,285628,,0.0,0,,RPOOMLNJKIGGFDA96EA,20.66,0.0,0.0,有,112
信義區,房地(土地+建物),臺北市信義區信義路五段１２７號四樓之９,8.53,都市：其他:特定業務區(信義計畫特定專用區)。,,,1101110,土地1建物1車位0,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0951229,51.39,1,1,1,有,有,15000000,291886,,0.0,0,其他增建；,RPPOMLNJKIGGFDA07EA,29.13,1.67,3.27,有,113
南港區,房地(土地+建物),臺北市南港區福德街３８５號六樓,21.15,都市：其他:住宅區。,,,1101027,土地1建物1車位0,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870521,127.53999999999999,3,2,1,有,有,19000000,148973,,0.0,0,,RPWNMLNJKIGGFDA67EA,69.44,0.0,8.06,有,
信義區,房地(土地+建物),臺北市信義區忠孝東路五段４６９號二十一樓之６,4.7,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1100916,土地2建物1車位0,二十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100119,43.05,1,0,1,有,有,17960000,417189,,0.0,0,,RPQQMLMJRHGGFDA87EA,24.44,0.0,5.05,有,
信義區,車位,臺北市信義區忠孝東路五段４６５、４６７、４６９、４７５、４７７、４７７之１至之６號（不包含之４）；虎林街１１９之１２至之１９號（不包含之１４）；松山路３４２巷３至１３號（奇數號）；松山路３４２、３４６號地下層（一至六層）,0.36,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1101122,土地2建物1車位1,地下五層，地下六層,二十一層,其他,停車空間,鋼骨造,1100119,40.08,0,0,0,有,有,2800000,,坡道平面,40.08,2800000,僅車位交易；,RPRQMLMJRHGGFDA97EA,0.0,0.0,0.0,有,114
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段４６９號十八樓之５,5.06,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1101128,土地2建物1車位1,十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100119,75.06,1,0,1,有,有,20480000,403998,坡道平面,32.04,3100000,預售屋、或土地及建物分件登記案件；,RPSQMLMJRHGGFDA08EA,24.58,0.0,4.89,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路１１９巷８１號五樓,25.23,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種住宅區及第參之貳種住宅區)。,,,1101013,土地1建物1車位1,五層，夾層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871123,84.05000000000001,3,2,2,有,有,16000000,190363,坡道機械,12.27,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLOKKIGGFCA87EA,47.45,0.0,4.47,有,115
中山區,房地(土地+建物)+車位,臺北市中山區明水路４７５巷６號五樓,51.66,都市：其他:第三種住宅區。,,,1101117,土地1建物1車位1,五層，電梯樓梯間,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860307,209.67000000000002,3,2,2,有,有,50500000,240866,坡道平面,0.0,0,,RPTSMLKMJIGGFCA67EA,172.14,0.77,13.27,有,
中山區,房地(土地+建物),臺北市中山區中山北路二段１６８之５號三樓之３,6.35,都市：其他:第三種商業區。,,,1101127,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0951129,62.19,2,1,1,有,有,17200000,276572,,0.0,0,,RPSPMLNKKIGGFCA47EA,40.43,2.45,0.0,有,116
內湖區,車位,臺北市內湖區康寧路三段５４之５至５４之９、５４巷１０至１８（號）號門牌房屋地下二、三層,0.4,住,,,1101202,土地1建物1車位1,地下二層，地下三層,十二層,其他,停車空間,鋼筋混凝土造,0850904,45.269999999999996,0,0,0,有,有,2100000,,坡道平面,0.0,2100000,僅車位交易；,RPQNMLOKKIGGFCA17EA,0.0,0.0,0.0,有,117
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段７３７巷９５之１號八樓,33.69,都市：其他:第三種住宅區。,,,1101127,土地1建物2車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881026,158.51,3,2,2,有,有,30150000,190209,坡道平面,0.0,0,陽台外推；,RPVOMLPKKIGGFCA87EA,115.71,0.0,8.49,有,
中山區,房地(土地+建物),臺北市中山區林森北路２６３號十二樓之７,4.31,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101115,土地2建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710707,45.24,0,0,0,無,有,7248800,160265,,0.0,0,,RPTNMLOKKIGGFCA47EA,33.16,0.0,0.0,有,
中山區,房地(土地+建物),臺北市中山區林森北路２６３號十二樓之２,4.89,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101115,土地2建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710707,51.53,0,0,0,無,有,8300000,161071,,0.0,0,,RPUNMLOKKIGGFCA57EA,31.73,7.98,0.0,有,
大同區,房地(土地+建物)+車位,臺北市大同區迪化街二段１５８號八樓之１,20.01,都市：其他:第三種住宅區。,,,1101130,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100106,174.34,3,1,2,有,有,27500000,157738,坡道平面,32.11,0,,RPOQMLMLPHGGFBA47EA,82.13,7.32,5.14,有,
大同區,房地(土地+建物),臺北市大同區哈密街４５巷１弄１８號,22.5,都市：其他:第三種住宅區。,,,1101027,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,65.66,3,1,1,有,無,6000000,91380,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOKKIGGFBA07EA,65.66,0.0,0.0,無,
文山區,房地(土地+建物),臺北市文山區景華街１４９號二樓,16.46,都市：其他:第三種住宅區。,,,1101113,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640922,55.47,2,1,1,有,無,8800000,158644,,0.0,0,,RPXNMLOKKIGGFAA67EA,46.43,0.0,9.04,無,
中正區,房地(土地+建物)+車位,臺北市中正區辛亥路一段６號三樓之２,14.92,都市：其他:第三之二種住宅區。,,,1101109,土地4建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070717,152.69,3,2,2,有,有,18000000,117886,坡道平面,37.99,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLOKKIGGFAA17EA,81.32,0.0,10.91,有,
北投區,房地(土地+建物),臺北市北投區溫泉路５９號,13.1,都市：其他:第三種住宅區。,,,1101209,土地1建物1車位0,一層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0830823,46.309999999999995,3,1,2,有,有,2077741,44876,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLOKKIGGFEA57DA,35.78,6.73,0.0,有,
士林區,建物,臺北市士林區延平北路八段２巷６３弄２０號二樓,0.0,,,,1101207,土地0建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0590724,78.66,2,2,1,有,無,2500000,31782,,0.0,0,,RPPNMLOKKIGGFEA17DA,78.66,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區建國南路二段９號二樓之２,18.88,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區)。,,,1101114,土地2建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780511,143.36,4,2,2,有,有,38800000,270647,,0.0,0,,RPVNMLOLJIGGFFA87DA,105.31,0.0,17.33,有,118
大安區,房地(土地+建物),臺北市大安區瑞安街６５之１號六樓之１,17.66,都市：其他:第三種住宅區。,,,1101106,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701214,115.61,3,2,2,有,有,30000000,259493,,0.0,0,陽台外推；,RPTNMLQKJIGGFFA77DA,82.01,7.11,12.02,有,
大安區,房地(土地+建物)+車位,臺北市大安區嘉興街３２３巷３號五樓之１,25.67,都市：其他:第三之一種住宅區。,,,1101028,土地2建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890626,192.68,3,2,2,有,有,51000000,264701,坡道平面,0.0,0,其他增建；,RPWNMLTKJIGGFFA38DA,104.26,3.35,12.81,有,
北投區,房地(土地+建物),臺北市北投區溫泉路３７巷２６號十樓之６,8.9,都市：其他:第三種商業區。,,,1101123,土地2建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941111,44.53,1,1,1,有,有,6700000,150460,,0.0,0,陽台外推；夾層；,RPRNMLTJKIGGFEA77DA,25.02,0.37,1.43,有,119
北投區,房地(土地+建物)+車位,臺北市北投區天母西路１１７巷５２弄２２號六樓,26.1,都市：其他:第三種住宅區。,,,1101107,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731113,139.37,4,2,2,有,有,28880000,207218,坡道平面,0.0,2500000,露台陽台外推；其他增建；,RPRNMLRJKIGGFEA57DA,104.55,9.2,7.06,有,
士林區,房地(土地+建物),臺北市士林區文林路５９４巷２４號,25.05,都市：其他:第三種住宅區。,,,1101122,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0710716,87.97999999999999,3,2,1,有,無,15380000,174812,,0.0,0,其他增建；,RPSOMLNKKIGGFEA47DA,70.44,8.11,0.0,無,
士林區,房地(土地+建物)+車位,臺北市士林區士東路４６巷８號三樓,53.85,都市：其他:第三種住宅區。,,,1101105,土地2建物1車位2,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0991118,291.5,0,0,0,無,有,49680000,211860,升降平面,68.9,2520000,,RPTOMLKKKIGGFEA27DA,118.74,9.94,13.38,有,
北投區,房地(土地+建物),臺北市北投區泉源路８０號二樓,31.8,都市：其他:第二種住宅區及第三種住宅區。,,,1101023,土地3建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681101,106.57,3,2,2,有,無,8500000,79760,,0.0,0,其他增建；,RPVNMLQLJIGGFEA97DA,91.55,0.0,15.02,無,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段３１５巷３４弄７號二樓,47.25,都市：其他:第三種住宅區。,,,1101027,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040804,208.04,4,2,2,有,有,43500000,240399,坡道平面,37.49,2500000,其他增建；,RPPPMLKMJIGGFEA07DA,108.89,0.0,7.52,有,120
北投區,房地(土地+建物),臺北市北投區天母西路１１７巷５２弄２６號二樓,28.01,都市：其他:第三種住宅區。,,,1101115,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731113,148.73000000000002,3,2,2,有,有,25600000,172124,,0.0,0,其他增建；,RPRPMLTLJIGGFEA08DA,113.55,0.65,14.61,有,121
士林區,房地(土地+建物)+車位,臺北市士林區芝玉路二段５２巷１１號五樓,68.24,都市：其他:第三種住宅區。,,,1101106,土地1建物1車位1,五層，電梯樓梯間,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870218,269.01,4,2,2,有,有,51500000,191443,升降平面,0.0,0,陽台外推；,RPQQMLOLJIGGFEA57DA,155.27,0.0,23.53,有,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段８１１巷３６號五樓,53.86,都市：其他:第三種住宅區。,,,1101026,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791005,189.99,4,2,2,有,無,38680000,203590,坡道平面,0.0,0,其他增建；,RPWNMLMLJIGGFEA67DA,165.18,0.57,15.52,有,
士林區,房地(土地+建物),臺北市士林區承德路四段１２巷３２號三樓,27.5,住,,,1101105,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0570823,72.83,4,1,1,有,無,12000000,164767,,0.0,0,其他增建；,RPTOMLMLJIGGFEA47DA,72.83,0.0,0.0,無,
南港區,房地(土地+建物),臺北市南港區研究院路二段１２巷５７弄５４號二樓,27.47,都市：其他:第三種住宅區。,,,1101121,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740802,96.97,3,2,2,有,無,14000000,144375,,0.0,0,,RPQPMLOKKIGGFDA37DA,80.8,0.0,7.33,無,
南港區,房地(土地+建物)+車位,臺北市南港區興南街６４巷６弄１號六樓,25.45,都市：其他:第三種住宅區。,,,1101202,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880708,117.64000000000001,3,2,1,有,無,11000000,93506,升降機械,3.84,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPWPMLOKKIGGFDA97DA,58.92,5.42,6.28,有,
信義區,房地(土地+建物),臺北市信義區忠孝東路五段４６１號二樓,9.02,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)。,,,1101115,土地3建物1車位0,二層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0941006,53.96000000000001,1,1,1,有,有,18600000,344700,,0.0,0,,RPVOMLPKKIGGFDA87DA,31.36,0.0,3.16,有,
南港區,房地(土地+建物),臺北市南港區忠孝東路六段１８５巷３弄７號三樓,23.67,都市：其他:第參種工業區(不得作住宅使用)。,,,1101005,土地1建物1車位0,三層，陽台,三層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0630926,64.72,3,1,1,有,無,4500000,69530,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLTJKIGGFDA77DA,64.72,0.0,0.0,無,
信義區,房地(土地+建物),臺北市信義區松山路６８５號三樓,27.46,都市：其他:第二種住宅區。,,,1101115,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750604,94.66,3,2,2,有,無,17000000,179590,,0.0,0,,RPTNMLOKKIGGFDA47DA,79.99,0.0,6.6,無,
南港區,土地,玉成段二小段183-1地號,63.0,都市：其他:第參種工業區(不得作住宅使用)。,,,1101124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21348180,338860,,0.0,0,政府機關標讓售；,RPTOMLNKKIGGFDA47DA,0.0,0.0,0.0,無,
松山區,房地(土地+建物),臺北市松山區敦化北路１４５巷２０號二樓,35.67,都市：其他:第三種住宅區。,,,1101015,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720830,167.32,3,2,2,有,有,35000000,209180,,0.0,0,親友間交易,RPRTMLKKKIGGFDA47DA,129.32,0.6,31.74,有,
信義區,房地(土地+建物),臺北市信義區松山路５３５號五樓,23.14,都市：其他:第三種住宅區。,,,1101119,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710916,108.57,3,2,2,有,有,23600000,217371,,0.0,0,陽台外推；,RPSNMLLKKIGGFDA07DA,81.18,0.0,14.37,有,
